Description: CO2 (13K)
      freq [cm-1]    absorbance      imag pt (k)       real pt (n)
       2039.6270    0.0041300000    0.0040630000       1.2452240
       2039.8680    0.0040600000    0.0039940000       1.2452330
       2040.1090    0.0040400000    0.0039760000       1.2453160
       2040.3500    0.0041100000    0.0040430000       1.2453850
       2040.5910    0.0042100000    0.0041410000       1.2453690
       2040.8320    0.0042400000    0.0041710000       1.2452870
       2041.0730    0.0041900000    0.0041210000       1.2452340
       2041.3140    0.0041200000    0.0040500000       1.2452590
       2041.5550    0.0041200000    0.0040490000       1.2453380
       2041.7970    0.0042000000    0.0041290000       1.2454050
       2042.0380    0.0042800000    0.0042050000       1.2453530
       2042.2790    0.0042800000    0.0042050000       1.2452670
       2042.5200    0.0042100000    0.0041360000       1.2452410
       2042.7610    0.0041700000    0.0040980000       1.2452840
       2043.0020    0.0042000000    0.0041270000       1.2453330
       2043.2430    0.0042700000    0.0041940000       1.2453120
       2043.4840    0.0042800000    0.0042040000       1.2452240
       2043.7250    0.0042000000    0.0041260000       1.2451520
       2043.9660    0.0040800000    0.0040070000       1.2451660
       2044.2070    0.0040200000    0.0039460000       1.2452670
       2044.4480    0.0040600000    0.0039860000       1.2453490
       2044.6890    0.0041200000    0.0040430000       1.2453490
       2044.9300    0.0041300000    0.0040520000       1.2452980
       2045.1710    0.0040600000    0.0039850000       1.2452680
       2045.4120    0.0039900000    0.0039170000       1.2453110
       2045.6540    0.0039900000    0.0039150000       1.2454160
       2045.8950    0.0040500000    0.0039750000       1.2454460
       2046.1360    0.0040900000    0.0040140000       1.2453940
       2046.3770    0.0040400000    0.0039640000       1.2453420
       2046.6180    0.0039500000    0.0038760000       1.2453490
       2046.8590    0.0038800000    0.0038070000       1.2454340
       2047.1000    0.0039100000    0.0038320000       1.2455380
       2047.3410    0.0039900000    0.0039100000       1.2455670
       2047.5820    0.0040300000    0.0039490000       1.2455160
       2047.8230    0.0039800000    0.0038990000       1.2454620
       2048.0640    0.0038800000    0.0038030000       1.2454860
       2048.3050    0.0038400000    0.0037630000       1.2455940
       2048.5460    0.0039000000    0.0038230000       1.2456770
       2048.7870    0.0039800000    0.0038980000       1.2456700
       2049.0280    0.0039900000    0.0039080000       1.2455980
       2049.2700    0.0039200000    0.0038390000       1.2456000
       2049.5100    0.0038400000    0.0037610000       1.2456190
       2049.7510    0.0038400000    0.0037610000       1.2457130
       2049.9930    0.0039000000    0.0038200000       1.2457780
       2050.2340    0.0039500000    0.0038670000       1.2457390
       2050.4750    0.0039200000    0.0038370000       1.2456790
       2050.7160    0.0038300000    0.0037480000       1.2456810
       2050.9570    0.0037600000    0.0036800000       1.2457600
       2051.1980    0.0037800000    0.0036990000       1.2458630
       2051.4390    0.0038500000    0.0037680000       1.2458880
       2051.6800    0.0038800000    0.0037960000       1.2458470
       2051.9210    0.0038200000    0.0037370000       1.2458010
       2052.1620    0.0037200000    0.0036370000       1.2458520
       2052.4030    0.0036900000    0.0036100000       1.2459670
       2052.6440    0.0037500000    0.0036670000       1.2460640
       2052.8850    0.0038400000    0.0037540000       1.2460650
       2053.1260    0.0038500000    0.0037650000       1.2460160
       2053.3670    0.0038000000    0.0037140000       1.2459900
       2053.6090    0.0037400000    0.0036550000       1.2460720
       2053.8500    0.0037600000    0.0036750000       1.2461510
       2054.0910    0.0038300000    0.0037430000       1.2461800
       2054.3320    0.0038800000    0.0037910000       1.2461380
       2054.5730    0.0038400000    0.0037510000       1.2460730
       2054.8140    0.0037400000    0.0036540000       1.2460860
       2055.0550    0.0036800000    0.0035950000       1.2461810
       2055.2960    0.0037100000    0.0036250000       1.2462870
       2055.5370    0.0038000000    0.0037110000       1.2463150
       2055.7780    0.0038300000    0.0037410000       1.2462590
       2056.0190    0.0037700000    0.0036800000       1.2462310
       2056.2600    0.0037000000    0.0036110000       1.2462820
       2056.5010    0.0036900000    0.0036010000       1.2463810
       2056.7420    0.0037600000    0.0036700000       1.2464470
       2056.9830    0.0038300000    0.0037380000       1.2464170
       2057.2250    0.0038300000    0.0037370000       1.2463810
       2057.4660    0.0037500000    0.0036580000       1.2463520
       2057.7070    0.0036800000    0.0035900000       1.2464250
       2057.9480    0.0036900000    0.0035990000       1.2465200
       2058.1890    0.0037600000    0.0036680000       1.2465710
       2058.4300    0.0038200000    0.0037240000       1.2465360
       2058.6710    0.0037900000    0.0036950000       1.2464800
       2058.9120    0.0037000000    0.0036070000       1.2464900
       2059.1530    0.0036500000    0.0035560000       1.2465890
       2059.3940    0.0037000000    0.0036060000       1.2466820
       2059.6350    0.0037800000    0.0036830000       1.2466880
       2059.8760    0.0038000000    0.0037040000       1.2466310
       2060.1170    0.0037300000    0.0036350000       1.2465920
       2060.3580    0.0036400000    0.0035460000       1.2466460
       2060.5990    0.0036200000    0.0035260000       1.2467560
       2060.8400    0.0036800000    0.0035850000       1.2468300
       2061.0820    0.0037600000    0.0036620000       1.2468540
       2061.3230    0.0037700000    0.0036730000       1.2467900
       2061.5640    0.0037000000    0.0036040000       1.2467720
       2061.8050    0.0036300000    0.0035360000       1.2468390
       2062.0460    0.0036400000    0.0035430000       1.2469500
       2062.2870    0.0037300000    0.0036320000       1.2470070
       2062.5280    0.0038000000    0.0036980000       1.2469610
       2062.7690    0.0037700000    0.0036680000       1.2469020
       2063.0100    0.0036800000    0.0035830000       1.2469100
       2063.2510    0.0036300000    0.0035320000       1.2470060
       2063.4920    0.0036800000    0.0035790000       1.2471020
       2063.7330    0.0037600000    0.0036590000       1.2471140
       2063.9740    0.0037900000    0.0036850000       1.2470650
       2064.2150    0.0037400000    0.0036360000       1.2470310
       2064.4560    0.0036600000    0.0035590000       1.2470650
       2064.6980    0.0036500000    0.0035480000       1.2472020
       2064.9380    0.0037200000    0.0036180000       1.2472360
       2065.1790    0.0038000000    0.0036940000       1.2472170
       2065.4210    0.0038000000    0.0036930000       1.2471700
       2065.6620    0.0037200000    0.0036140000       1.2471450
       2065.9030    0.0036500000    0.0035460000       1.2472080
       2066.1440    0.0036500000    0.0035450000       1.2473110
       2066.3850    0.0037300000    0.0036260000       1.2473660
       2066.6260    0.0037900000    0.0036820000       1.2473200
       2066.8670    0.0037500000    0.0036430000       1.2472690
       2067.1080    0.0036700000    0.0035630000       1.2472900
       2067.3490    0.0036300000    0.0035250000       1.2473830
       2067.5900    0.0036800000    0.0035720000       1.2474640
       2067.8310    0.0037500000    0.0036410000       1.2474720
       2068.0720    0.0037800000    0.0036690000       1.2474220
       2068.3130    0.0037200000    0.0036100000       1.2473750
       2068.5540    0.0036300000    0.0035220000       1.2474170
       2068.7950    0.0036000000    0.0034930000       1.2475080
       2069.0370    0.0036500000    0.0035410000       1.2476130
       2069.2780    0.0037200000    0.0036100000       1.2476080
       2069.5190    0.0037300000    0.0036180000       1.2475600
       2069.7600    0.0036600000    0.0035500000       1.2475470
       2070.0010    0.0036000000    0.0034920000       1.2476210
       2070.2420    0.0036200000    0.0035110000       1.2477130
       2070.4830    0.0036900000    0.0035790000       1.2477520
       2070.7240    0.0037400000    0.0036250000       1.2477160
       2070.9650    0.0037000000    0.0035860000       1.2476670
       2071.2060    0.0036100000    0.0034990000       1.2476950
       2071.4470    0.0035700000    0.0034610000       1.2478010
       2071.6880    0.0036300000    0.0035180000       1.2478990
       2071.9290    0.0037300000    0.0036130000       1.2479040
       2072.1700    0.0037600000    0.0036430000       1.2478350
       2072.4110    0.0036900000    0.0035760000       1.2477750
       2072.6530    0.0035900000    0.0034780000       1.2478450
       2072.8940    0.0035700000    0.0034580000       1.2479530
       2073.1350    0.0036400000    0.0035260000       1.2480260
       2073.3760    0.0037100000    0.0035930000       1.2480120
       2073.6170    0.0037100000    0.0035910000       1.2479580
       2073.8580    0.0036300000    0.0035130000       1.2479460
       2074.0990    0.0035600000    0.0034460000       1.2480260
       2074.3400    0.0035800000    0.0034650000       1.2481310
       2074.5810    0.0036600000    0.0035430000       1.2481750
       2074.8220    0.0037100000    0.0035910000       1.2481370
       2075.0630    0.0036800000    0.0035600000       1.2480930
       2075.3040    0.0036000000    0.0034830000       1.2481050
       2075.5450    0.0035500000    0.0034330000       1.2481990
       2075.7860    0.0035900000    0.0034740000       1.2482920
       2076.0270    0.0036700000    0.0035490000       1.2483130
       2076.2680    0.0037000000    0.0035770000       1.2482550
       2076.5100    0.0036400000    0.0035190000       1.2482610
       2076.7500    0.0035700000    0.0034520000       1.2482720
       2076.9920    0.0035600000    0.0034410000       1.2484070
       2077.2330    0.0036400000    0.0035180000       1.2484640
       2077.4740    0.0037100000    0.0035840000       1.2484380
       2077.7150    0.0037000000    0.0035750000       1.2483800
       2077.9560    0.0036200000    0.0034970000       1.2483730
       2078.1970    0.0035600000    0.0034390000       1.2484470
       2078.4380    0.0035700000    0.0034490000       1.2485430
       2078.6790    0.0036500000    0.0035260000       1.2485900
       2078.9200    0.0037000000    0.0035740000       1.2485470
       2079.1610    0.0036600000    0.0035360000       1.2484990
       2079.4020    0.0035700000    0.0034490000       1.2485200
       2079.6430    0.0035300000    0.0034070000       1.2486180
       2079.8840    0.0035700000    0.0034460000       1.2487130
       2080.1250    0.0036600000    0.0035330000       1.2487320
       2080.3660    0.0036800000    0.0035530000       1.2486720
       2080.6070    0.0036200000    0.0034920000       1.2486430
       2080.8490    0.0035500000    0.0034250000       1.2487150
       2081.0900    0.0035400000    0.0034160000       1.2488050
       2081.3310    0.0036100000    0.0034820000       1.2488700
       2081.5720    0.0036800000    0.0035500000       1.2488450
       2081.8130    0.0036600000    0.0035290000       1.2487840
       2082.0540    0.0035800000    0.0034510000       1.2487860
